00000  acc_hop acc_ex  n_hop    n_ex     : Fri Jun 24 22:26:12 2016
00001  0.50562 0.00000 38400    0        : Fri Jun 24 22:26:13 2016
00002  0.50495 0.00000 19392    0        : Fri Jun 24 22:26:13 2016
00003  0.48670 0.00000 19392    0        : Fri Jun 24 22:26:13 2016
00004  0.46194 0.00000 19392    0        : Fri Jun 24 22:26:13 2016
00005  0.43234 0.00000 19392    0        : Fri Jun 24 22:26:14 2016
00006  0.42038 0.00000 19392    0        : Fri Jun 24 22:26:14 2016
00007  0.38000 0.00000 19392    0        : Fri Jun 24 22:26:14 2016
00008  0.36427 0.00000 19392    0        : Fri Jun 24 22:26:14 2016
00009  0.34334 0.00000 19392    0        : Fri Jun 24 22:26:14 2016
00010  0.33385 0.00000 19392    0        : Fri Jun 24 22:26:14 2016
00011  0.32152 0.00000 19392    0        : Fri Jun 24 22:26:14 2016
00012  0.32720 0.00000 19392    0        : Fri Jun 24 22:26:14 2016
00013  0.30899 0.00000 19392    0        : Fri Jun 24 22:26:15 2016
00014  0.32209 0.00000 19392    0        : Fri Jun 24 22:26:15 2016
00015  0.30605 0.00000 19392    0        : Fri Jun 24 22:26:15 2016
00016  0.31436 0.00000 19392    0        : Fri Jun 24 22:26:15 2016
00017  0.32168 0.00000 19392    0        : Fri Jun 24 22:26:15 2016
00018  0.31302 0.00000 19392    0        : Fri Jun 24 22:26:15 2016
00019  0.32183 0.00000 19392    0        : Fri Jun 24 22:26:15 2016
00020  0.32859 0.00000 19392    0        : Fri Jun 24 22:26:15 2016
00021  0.32070 0.00000 19392    0        : Fri Jun 24 22:26:16 2016
00022  0.31668 0.00000 19392    0        : Fri Jun 24 22:26:16 2016
00023  0.32209 0.00000 19392    0        : Fri Jun 24 22:26:16 2016
00024  0.32137 0.00000 19392    0        : Fri Jun 24 22:26:16 2016
00025  0.30513 0.00000 19392    0        : Fri Jun 24 22:26:16 2016
00026  0.32740 0.00000 19392    0        : Fri Jun 24 22:26:16 2016
00027  0.32833 0.00000 19392    0        : Fri Jun 24 22:26:16 2016
00028  0.32993 0.00000 19392    0        : Fri Jun 24 22:26:16 2016
00029  0.32941 0.00000 19392    0        : Fri Jun 24 22:26:17 2016
00030  0.33003 0.00000 19392    0        : Fri Jun 24 22:26:17 2016
00031  0.32575 0.00000 19392    0        : Fri Jun 24 22:26:17 2016
