#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
   92   154    28     2  8.54234e+00  0.00000e+00 -2.25634e-02    28
   92   154    28     2  1.07311e+01  0.00000e+00 -1.35987e-02    48
   92   153    28     3  2.34440e+01  0.00000e+00 -1.27642e-02    34
   92   148    28     8  7.86381e+01  0.00000e+00 -5.76226e-03    26
   92   153    28     3  2.29820e+01  0.00000e+00 -1.42685e-02    34
   92   153    28     3  2.05985e+01  0.00000e+00  1.31644e-02    30
   92   148    28     8  5.13316e+01  0.00000e+00 -4.60680e-03    46
   92   154    28     2  1.85958e+01  0.00000e+00 -1.57160e-02    50
   92   154    28     2  9.25349e+00  0.00000e+00 -1.03713e-02    28
   92   148    28     8  6.71479e+01  0.00000e+00 -9.47390e-03    44
   92   154    28     2  2.18022e+01  0.00000e+00 -1.20965e-02    48
   92   148    28     8  5.25778e+01  0.00000e+00 -9.32202e-03   180
   92   154    28     2  1.11644e+01  0.00000e+00 -1.73848e-02    30
   92   152    28     4  3.44780e+01  0.00000e+00  1.47505e-02    32
   92   148    28     8  4.98701e+01  0.00000e+00 -5.42984e-03     0
   92   152    28     4  2.80544e+01  0.00000e+00  6.52071e-03    50
   92   154    28     2  1.05456e+01  0.00000e+00 -9.56585e-03    34
   92   152    28     4  3.17323e+01  0.00000e+00  9.96192e-03    32
   92   154    28     2  1.62810e+01  0.00000e+00  1.68176e-02    50
   92   153    28     3  1.29985e+01  0.00000e+00 -2.08434e-02    32
   92   154    28     2  1.26528e+01  0.00000e+00  7.65553e-03    32
   92   154    28     2  8.31253e+00  0.00000e+00  1.52684e-02    28
   92   149    28     7  3.38425e+01  0.00000e+00  4.45876e-03    38
   92   148    28     8  4.95773e+01  0.00000e+00  8.66404e-03   161
   92   151    28     5  1.90167e+01  0.00000e+00 -1.08011e-02    34
   92   153    28     3  3.27427e+01  0.00000e+00 -9.62317e-03    48
   92   154    28     2  1.19023e+01  0.00000e+00  9.93764e-03    48
   92   154    28     2  9.82435e+00  0.00000e+00 -6.04586e-03    30
   92   148    28     8  9.30960e+01  0.00000e+00  5.70625e-03    38
   92   154    28     2  8.51584e+00  0.00000e+00  1.01276e-02    50
   92   154    28     2  1.85870e+01  0.00000e+00 -1.48317e-02    34
   92   152    28     4  3.03704e+01  0.00000e+00  1.34455e-02    28
   92   154    28     2  1.58869e+01  0.00000e+00 -1.03075e-02    28
   92   154    28     2  8.74257e+00  0.00000e+00  1.36105e-02    48
   92   152    28     4  2.15326e+01  0.00000e+00 -1.49091e-02    48
   92   148    28     8  4.68378e+01  0.00000e+00  5.45627e-03    46
   92   152    28     4  3.38777e+01  0.00000e+00  8.04424e-03    28
   92   154    28     2  8.09519e+00  0.00000e+00  9.53363e-03    34
   92   154    28     2  1.61898e+01  0.00000e+00 -1.92837e-02    28
   92   154    28     2  8.46707e+00  0.00000e+00 -7.60853e-03    50
   92   153    28     3  1.99239e+01  0.00000e+00 -1.12114e-02    32
   92   154    28     2  1.26879e+01  0.00000e+00  9.59013e-03    30
   92   154    28     2  1.00129e+01  0.00000e+00 -1.17685e-02    50
   92   154    28     2  1.37740e+01  0.00000e+00  1.21225e-02    28
   92   151    28     5  2.17825e+01  0.00000e+00  1.05687e-02    30
   92   154    28     2  1.66317e+01  0.00000e+00 -1.38626e-02    50
   92   154    28     2  1.86144e+01  0.00000e+00 -6.62593e-03    32
   92   153    28     3  1.60809e+01  0.00000e+00  1.36317e-02    34
   92   154    28     2  2.29338e+01  0.00000e+00  1.24791e-02    32
   92   149    28     7  7.25919e+01  0.00000e+00 -8.93655e-03   158
   92   148    28     8  3.76279e+01  0.00000e+00  9.01942e-03    46
   92   148    28     8  5.33368e+01  0.00000e+00  4.44695e-03    36
   92   150    28     6  2.50751e+01  0.00000e+00 -1.79745e-02    48
   92   154    28     2  1.65779e+01  0.00000e+00  1.17761e-02    50
   92   150    28     6  6.06158e+01  0.00000e+00  1.57070e-02    48
   92   153    28     3  2.35442e+01  0.00000e+00 -7.89626e-03    30
   92   149    28     7  2.95415e+01  0.00000e+00  7.11632e-03    50
   92   148    28     8  3.76150e+01  0.00000e+00 -9.38829e-03    22
   92   154    28     2  1.22375e+01  0.00000e+00  1.96652e-02    32
   92   150    28     6  4.55459e+01  0.00000e+00 -8.21397e-03    46
   92   148    28     8  7.32113e+01  0.00000e+00 -3.76283e-03    22
   92   154    28     2  1.66904e+01  0.00000e+00  1.22319e-02    34
   92   149    28     7  2.28917e+01  0.00000e+00  1.45431e-02    50
   92   154    28     2  1.35966e+01  0.00000e+00 -8.97508e-03    34
   92   148    28     8  5.35130e+01  0.00000e+00  3.70513e-03    36
   92   151    28     5  3.97210e+01  0.00000e+00 -7.75437e-03    30
   92   150    28     6  3.33197e+01  0.00000e+00 -8.09162e-03    48
   92   148    28     8  4.44117e+01  0.00000e+00 -6.02214e-03    26
   92   154    28     2  1.83927e+01  0.00000e+00  1.07133e-02    30
   92   148    28     8  7.04507e+01  0.00000e+00  4.33640e-03     0
   92   154    28     2  9.38722e+00  0.00000e+00  9.69942e-03    32
   92   154    28     2  1.91896e+01  0.00000e+00 -1.31641e-02    32
   92   154    28     2  1.67923e+01  0.00000e+00  1.57789e-02    30
   92   154    28     2  1.99609e+01  0.00000e+00  1.48808e-02    50
   92   152    28     4  2.17990e+01  0.00000e+00  9.04052e-03    28
   92   153    28     3  1.81772e+01  0.00000e+00  9.12306e-03    32
   92   148    28     8  6.88208e+01  0.00000e+00 -6.81706e-03    20
   92   154    28     2  1.09602e+01  0.00000e+00  7.50054e-03    38
   92   154    28     2  8.67600e+00  0.00000e+00 -1.44045e-02    30
   92   149    28     7  3.24437e+01  0.00000e+00  1.54283e-02    50
   92   154    28     2  1.41236e+01  0.00000e+00 -1.39216e-02    48
   92   154    28     2  2.47630e+01  0.00000e+00 -1.58319e-02    48
   92   154    28     2  1.10222e+01  0.00000e+00  2.35669e-02    48
   92   154    28     2  1.60415e+01  0.00000e+00  1.89337e-02    32
   92   154    28     2  9.44918e+00  0.00000e+00  1.56598e-02    32
   92   153    28     3  1.90201e+01  0.00000e+00  1.10808e-02    28
   92   154    28     2  1.09441e+01  0.00000e+00  1.20093e-02    34
   92   154    28     2  8.14271e+00  0.00000e+00 -1.52186e-02    32
   92   154    28     2  9.89908e+00  0.00000e+00 -5.98675e-03    50
   92   154    28     2  1.66938e+01  0.00000e+00 -8.10744e-03    28
   92   154    28     2  1.17477e+01  0.00000e+00 -7.30366e-03    30
   92   154    28     2  1.90843e+01  0.00000e+00  8.58496e-03    32
   92   154    28     2  1.76193e+01  0.00000e+00  1.29964e-02    34
   92   154    28     2  1.26344e+01  0.00000e+00 -8.64444e-03    34
   92   148    28     8  1.27252e+02  0.00000e+00 -1.00724e-02    46
   92   154    28     2  2.27357e+01  0.00000e+00 -2.05107e-02    32
   92   154    28     2  1.38811e+01  0.00000e+00  1.24814e-02    32
   92   148    28     8  3.82059e+01  0.00000e+00 -5.68017e-03    24
   92   150    28     6  3.21802e+01  0.00000e+00  5.04187e-03    46
   92   151    28     5  2.72554e+01  0.00000e+00 -1.61369e-02    34
   92   148    28     8  2.81788e+02  0.00000e+00 -9.46443e-03    46
   92   154    28     2  1.14498e+01  0.00000e+00 -9.98866e-03    28
   92   154    28     2  2.72256e+01  0.00000e+00 -6.67566e-03    50
   92   148    28     8  5.01018e+01  0.00000e+00 -4.05566e-03    44
   92   154    28     2  1.27638e+01  0.00000e+00  1.67012e-02    50
   92   148    28     8  6.28502e+01  0.00000e+00  6.23022e-03    44
   92   154    28     2  2.51914e+01  0.00000e+00 -9.65768e-03    50
   92   150    28     6  3.05803e+01  0.00000e+00  9.99795e-03    30
   92   153    28     3  2.85164e+01  0.00000e+00  5.73905e-03    28
   92   154    28     2  2.19525e+01  0.00000e+00 -1.01044e-02    28
   92   154    28     2  9.68295e+00  0.00000e+00 -1.45479e-02    32
   92   154    28     2  1.28490e+01  0.00000e+00  1.48179e-02    50
   92   154    28     2  1.44557e+01  0.00000e+00 -1.45575e-02    28
   92   154    28     2  8.53590e+00  0.00000e+00  1.84876e-02    28
   92   150    28     6  2.79133e+01  0.00000e+00 -6.15830e-03    50
   92   148    28     8  5.80679e+01  0.00000e+00 -5.50693e-03    22
   92   154    28     2  1.07640e+01  0.00000e+00 -1.42336e-02    32
   92   152    28     4  3.21094e+01  0.00000e+00  1.54851e-02    32
   92   154    28     2  1.33224e+01  0.00000e+00  3.38501e-02    48
   92   154    28     2  1.72172e+01  0.00000e+00 -1.96542e-02    48
   92   149    28     7  4.08770e+01  0.00000e+00 -5.88064e-03    30
   92   148    28     8  8.87233e+01  0.00000e+00 -8.27997e-03    44
   92   154    28     2  7.82244e+00  0.00000e+00  2.02950e-02    34
   92   154    28     2  9.04268e+00  0.00000e+00 -1.39759e-02    32
   92   154    28     2  1.49808e+01  0.00000e+00 -1.71431e-02    28
   92   150    28     6  3.34932e+01  0.00000e+00  8.67174e-03    28
   92   154    28     2  1.00910e+01  0.00000e+00  8.08800e-03    28
   92   148    28     8  1.13842e+02  0.00000e+00  4.77059e-03    46
   92   149    28     7  4.00084e+01  0.00000e+00 -1.21486e-02    48
   92   154    28     2  1.83990e+01  0.00000e+00  1.52173e-02    48
   92   148    28     8  1.54416e+02  0.00000e+00 -7.39012e-03    46
   92   154    28     2  8.94612e+00  0.00000e+00  1.39081e-02    30
   92   148    28     8  1.41732e+02  0.00000e+00 -7.69714e-03    44
   92   148    28     8  1.59112e+02  0.00000e+00 -3.90190e-03   177
   92   154    28     2  1.20947e+01  0.00000e+00 -7.66874e-03    28
   92   148    28     8  1.37525e+02  0.00000e+00  4.65226e-03   103
   92   154    28     2  1.32628e+01  0.00000e+00 -4.46078e-03    28
   92   153    28     3  2.58819e+01  0.00000e+00  1.05274e-02    32
   92   152    28     4  2.32543e+01  0.00000e+00 -1.00141e-02    48
   92   153    28     3  1.83030e+01  0.00000e+00 -1.44945e-02    32
   92   148    28     8  8.13826e+01  0.00000e+00 -2.83138e-03    24
   92   148    28     8  4.50021e+01  0.00000e+00 -4.48558e-03    36
   92   152    28     4  2.26787e+01  0.00000e+00 -8.39819e-03    48
   92   148    28     8  5.52596e+01  0.00000e+00 -4.77273e-03    24
   92   148    28     8  3.43618e+01  0.00000e+00 -5.85851e-03    46
   92   154    28     2  9.09684e+00  0.00000e+00  5.83666e-03    32
   92   154    28     2  9.31746e+00  0.00000e+00 -1.08676e-02    30
   92   154    28     2  2.10111e+01  0.00000e+00 -7.97394e-03    34
   92   151    28     5  3.14389e+01  0.00000e+00  1.46694e-02    48
   92   152    28     4  3.22022e+01  0.00000e+00 -8.62927e-03    50
   92   148    28     8  4.38811e+01  0.00000e+00 -3.29015e-03    26
   92   154    28     2  1.95011e+01  0.00000e+00  1.00475e-02    30
   92   149    28     7  3.03060e+01  0.00000e+00  4.46239e-03    44
   92   150    28     6  2.46097e+01  0.00000e+00  4.53215e-03    22
   92   148    28     8  4.89418e+01  0.00000e+00 -8.08940e-03    44
   92   154    28     2  9.33696e+00  0.00000e+00 -1.40449e-02    48
   92   154    28     2  1.26304e+01  0.00000e+00  8.74384e-03    34
   92   152    28     4  2.31288e+01  0.00000e+00 -8.78144e-03    50
   92   152    28     4  2.21088e+01  0.00000e+00 -1.14390e-02    34
   92   148    28     8  6.85927e+01  0.00000e+00 -4.05017e-03    26
   92   148    28     8  1.87781e+02  0.00000e+00  8.16877e-03    24
   92   154    28     2  1.87089e+01  0.00000e+00 -1.06420e-02    34
   92   154    28     2  1.53714e+01  0.00000e+00  8.87666e-03    34
   92   154    28     2  1.95489e+01  0.00000e+00 -1.69571e-02    30
   92   154    28     2  1.21205e+01  0.00000e+00  1.40247e-02    30
   92   153    28     3  2.21449e+01  0.00000e+00 -1.09874e-02    48
   92   152    28     4  3.59813e+01  0.00000e+00  6.07504e-03    26
   92   154    28     2  9.22183e+00  0.00000e+00 -2.30815e-02    48
   92   149    28     7  3.99574e+01  0.00000e+00  1.46711e-02    50
   92   154    28     2  1.02247e+01  0.00000e+00  7.43441e-03    32
   92   153    28     3  2.45922e+01  0.00000e+00  7.83901e-03    48
   92   154    28     2  9.92205e+00  0.00000e+00 -9.68304e-03    50
   92   148    28     8  5.84884e+01  0.00000e+00 -7.40580e-03    22
   92   148    28     8  7.16752e+01  0.00000e+00 -6.65093e-03    46
   92   133    28    23  8.16068e+02  0.00000e+00 -3.24350e-03     0
   92   154    28     2  9.71680e+00  0.00000e+00 -1.01550e-02    50
   92   148    28     8  4.11937e+01  0.00000e+00 -7.06419e-03    38
   92   153    28     3  1.96356e+01  0.00000e+00 -1.69941e-02    32
   92   154    28     2  9.39536e+00  0.00000e+00  1.07607e-02    32
   92   154    28     2  9.44352e+00  0.00000e+00 -1.32422e-02    30
   92   151    28     5  2.39224e+01  0.00000e+00 -1.08275e-02    48
   92   152    28     4  2.79461e+01  0.00000e+00  7.42624e-03    26
   92   153    28     3  1.81446e+01  0.00000e+00  1.40518e-02    48
   92   149    28     7  3.05434e+01  0.00000e+00  1.20111e-02    34
   92   150    28     6  3.91016e+01  0.00000e+00 -1.46454e-02    48
   92   146    28    10  3.61578e+02  0.00000e+00 -5.64401e-03    24
   92   148    28     8  7.16189e+01  0.00000e+00  9.70584e-03    36
   92   149    28     7  4.25532e+01  0.00000e+00 -9.71295e-03    48
   92   148    28     8  9.35277e+01  0.00000e+00  5.23411e-03    20
   92   148    28     8  5.92587e+01  0.00000e+00 -7.37887e-03    44
   92   154    28     2  9.60807e+00  0.00000e+00 -7.62646e-03    48
   92   150    28     6  2.78157e+01  0.00000e+00  1.40743e-02    48
   92   149    28     7  2.96982e+01  0.00000e+00  7.52782e-03    44
   92   152    28     4  3.10966e+01  0.00000e+00  6.83911e-03    50
   92   150    28     6  2.37056e+01  0.00000e+00  4.67567e-03    48
   92   154    28     2  1.69818e+01  0.00000e+00 -1.41164e-02    50
   92   149    28     7  4.57377e+01  0.00000e+00  2.18489e-02    50
   92   148    28     8  1.60512e+02  0.00000e+00  8.28646e-03    22
   92   154    28     2  1.04904e+01  0.00000e+00  1.22170e-02    30
   92   154    28     2  1.56342e+01  0.00000e+00 -1.26825e-02    50
   92   154    28     2  1.54708e+01  0.00000e+00 -6.35174e-03    38
   92   154    28     2  9.97229e+00  0.00000e+00  1.03818e-02    50
   92   148    28     8  1.14952e+02  0.00000e+00  8.17484e-03    44
   92   152    28     4  1.79923e+01  0.00000e+00 -9.34951e-03    50
   92   154    28     2  1.29604e+01  0.00000e+00 -1.25062e-02    28
   92   148    28     8  1.09377e+02  0.00000e+00  5.62237e-03    14
   92   154    28     2  1.01181e+01  0.00000e+00  1.93712e-02    28
   92   154    28     2  1.26860e+01  0.00000e+00  1.79424e-02    48
   92   154    28     2  1.53267e+01  0.00000e+00 -1.30778e-02    28
   92   154    28     2  2.77729e+01  0.00000e+00  6.13360e-03    32
   92   154    28     2  1.74853e+01  0.00000e+00  9.58830e-03    48
