00000  acc_hop acc_ex  n_hop    n_ex     : Fri Jun 24 22:23:27 2016
00001  0.51250 0.00000 38400    0        : Fri Jun 24 22:23:28 2016
00002  0.50717 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00003  0.47530 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00004  0.44420 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00005  0.43296 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00006  0.38774 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00007  0.37294 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00008  0.34839 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00009  0.33070 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00010  0.31987 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00011  0.30585 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00012  0.30605 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00013  0.29584 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00014  0.30394 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00015  0.29394 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00016  0.30600 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00017  0.29528 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00018  0.32359 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00019  0.31106 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00020  0.30590 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00021  0.29528 0.00000 19392    0        : Fri Jun 24 22:23:28 2016
00022  0.32013 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00023  0.30141 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00024  0.31668 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00025  0.33849 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00026  0.33158 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00027  0.33369 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00028  0.34555 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00029  0.31833 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00030  0.34195 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00031  0.33524 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00032  0.33823 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00033  0.32219 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00034  0.31389 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00035  0.34318 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00036  0.32787 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00037  0.33550 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00038  0.34210 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00039  0.33519 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00040  0.31864 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00041  0.34318 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00042  0.32776 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00043  0.31982 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00044  0.33349 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00045  0.34427 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00046  0.32024 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00047  0.30224 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00048  0.31317 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00049  0.30904 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00050  0.32756 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00051  0.30853 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00052  0.31090 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00053  0.30368 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00054  0.30456 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00055  0.28914 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00056  0.29842 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00057  0.29620 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00058  0.30116 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00059  0.27274 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00060  0.28259 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00061  0.27290 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00062  0.28311 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00063  0.27728 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00064  0.26660 0.00000 19392    0        : Fri Jun 24 22:23:29 2016
00065  0.28538 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00066  0.25531 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00067  0.25629 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00068  0.23938 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00069  0.25010 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00070  0.26459 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00071  0.22953 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00072  0.24835 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00073  0.22607 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00074  0.25299 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00075  0.24299 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00076  0.24170 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00077  0.24077 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00078  0.25139 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00079  0.22979 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00080  0.23530 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00081  0.22231 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00082  0.24562 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00083  0.22324 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00084  0.22700 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00085  0.22380 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00086  0.20704 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00087  0.22999 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00088  0.22654 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00089  0.22360 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00090  0.21885 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00091  0.21906 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00092  0.21050 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00093  0.21545 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00094  0.21344 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00095  0.21927 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00096  0.21138 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00097  0.21375 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00098  0.20060 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00099  0.21339 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00100  0.20266 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00101  0.21354 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00102  0.22339 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00103  0.19441 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00104  0.20400 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00105  0.20575 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00106  0.20178 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00107  0.20849 0.00000 19392    0        : Fri Jun 24 22:23:30 2016
00108  0.19941 0.00000 19392    0        : Fri Jun 24 22:23:31 2016
