00000  acc_hop acc_ex  n_hop    n_ex     : Fri Jun 24 22:18:57 2016
00001  0.40201 0.00000 38400    0        : Fri Jun 24 22:18:57 2016
00002  0.39238 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00003  0.37820 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00004  0.35571 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00005  0.33241 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00006  0.32678 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00007  0.30523 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00008  0.28687 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00009  0.28646 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00010  0.26898 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00011  0.26691 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00012  0.24773 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00013  0.26449 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00014  0.26258 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00015  0.25985 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00016  0.26279 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00017  0.25031 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00018  0.25562 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00019  0.26635 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00020  0.25557 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00021  0.26609 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00022  0.26165 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00023  0.26078 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00024  0.26434 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00025  0.26568 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00026  0.27553 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00027  0.28336 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00028  0.27269 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00029  0.28275 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00030  0.28692 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00031  0.27238 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00032  0.28589 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00033  0.28362 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00034  0.27970 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00035  0.29131 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00036  0.28723 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00037  0.29296 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00038  0.29440 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00039  0.28692 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00040  0.28971 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00041  0.29770 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00042  0.29553 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00043  0.30038 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00044  0.28940 0.00000 19392    0        : Fri Jun 24 22:18:58 2016
00045  0.29502 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00046  0.29270 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00047  0.30085 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00048  0.29497 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00049  0.30162 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00050  0.31626 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00051  0.30028 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00052  0.29311 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00053  0.29868 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00054  0.28553 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00055  0.31209 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00056  0.28331 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00057  0.29357 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00058  0.30698 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00059  0.29770 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00060  0.30652 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00061  0.30183 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00062  0.30925 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00063  0.29837 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00064  0.30157 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00065  0.30724 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00066  0.29316 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00067  0.28630 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00068  0.28646 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00069  0.29203 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00070  0.29239 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00071  0.29899 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00072  0.28723 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
00073  0.30590 0.00000 19392    0        : Fri Jun 24 22:18:59 2016
