 1.805949073295197271e+00  0.000000000000000000e+00   4.003266682376168717e+01  1.127449189641395400e+01 
-1.220397229467945932e+00  0.000000000000000000e+00   3.111536551199828438e+01  1.989163746763864893e+01 
-3.443607921351337531e+00  0.000000000000000000e+00   3.962415357068552879e+01  2.341431803313661408e+00 
-5.834696013809439030e+00  0.000000000000000000e+00   5.937006371520865855e+01  7.439380215876509883e-01 
-7.351809991934741717e+00  0.000000000000000000e+00   7.451916706925113942e+01  3.787306923663533165e-01 
-8.471949652363079508e+00  0.000000000000000000e+00   9.661755338580189800e+01  3.461371302628877822e-01 
-1.036214649760994533e+01  0.000000000000000000e+00   1.256234322508951067e+02  1.699604989073567607e-01 
-1.112704668218065152e+01  0.000000000000000000e+00   1.414517005799506819e+02  1.424793337820065564e-01 
-1.225542395419681796e+01  0.000000000000000000e+00   1.674295965142799503e+02  1.147450477655583140e-01 
-1.366422712725117350e+01  0.000000000000000000e+00   2.064300539891596031e+02  1.056120963820005726e-01 
-1.482487623669926435e+01  0.000000000000000000e+00   2.382014593373119453e+02  8.383273791159789878e-02 
-1.611139300072987979e+01  0.000000000000000000e+00   2.754637326677676583e+02  6.120245321076707434e-02 
-1.709985800025194536e+01  0.000000000000000000e+00   3.076333411291950597e+02  5.207910268414211313e-02 
-1.772620365892131389e+01  0.000000000000000000e+00   3.220601514846982809e+02  2.495671137880163190e-02 
-1.833657123349416551e+01  0.000000000000000000e+00   3.435112830381791014e+02  2.165613360650363306e-02 
-1.861405711750673930e+01  0.000000000000000000e+00   3.518049954109403075e+02  1.535968909733928869e-02 
-1.897788994732370327e+01  0.000000000000000000e+00   3.633296878511420118e+02  8.799917531467220042e-03 
-1.910524443970711772e+01  0.000000000000000000e+00   3.668446346405056033e+02  5.025253293940048875e-03 
-1.933193155007359465e+01  0.000000000000000000e+00   3.756464900259969113e+02  5.145280322830752054e-03 
-1.934494225732774808e+01  0.000000000000000000e+00   3.755950487258352268e+02  3.656226169847442801e-03 
-1.944435267798400346e+01  0.000000000000000000e+00   3.790340068880298077e+02  2.515733838561622082e-03 
-1.944130760520926060e+01  0.000000000000000000e+00   3.785639339680088256e+02  1.586108379455635669e-03 
-1.945213554382149823e+01  0.000000000000000000e+00   3.789768038974978026e+02  1.562497933048503191e-03 
-1.951398444793789011e+01  0.000000000000000000e+00   3.813570641793774030e+02  1.474479119990236174e-03 
-1.950391306397353475e+01  0.000000000000000000e+00   3.809591961323255873e+02  1.463111159052598795e-03 
-1.954841285928524997e+01  0.000000000000000000e+00   3.825377016718911705e+02  1.039555900691601330e-03 
-1.952588149635131742e+01  0.000000000000000000e+00   3.815143479180939039e+02  6.669980495815010409e-04 
-1.955383557822612062e+01  0.000000000000000000e+00   3.826350843071426198e+02  7.391046150378574250e-04 
-1.954653216122767745e+01  0.000000000000000000e+00   3.823151347692245849e+02  6.496643038922772203e-04 
-1.959195432653558200e+01  0.000000000000000000e+00   3.841525823677075095e+02  8.021683124461175029e-04 
-1.958137997217146165e+01  0.000000000000000000e+00   3.837303144656307268e+02  7.820788819227922437e-04 
-1.956110604569138545e+01  0.000000000000000000e+00   3.827908639952606791e+02  4.024553739031588905e-04 
-1.953715115839252547e+01  0.000000000000000000e+00   3.819686662325436828e+02  7.031455410765819402e-04 
-1.957646220261802483e+01  0.000000000000000000e+00   3.833981602257226768e+02  4.182463862432261436e-04 
-1.958546969245226421e+01  0.000000000000000000e+00   3.837719619254545478e+02  4.727405744050106745e-04 
-1.955337288137278406e+01  0.000000000000000000e+00   3.825271550337238295e+02  5.041764493009706204e-04 
-1.956283056159354672e+01  0.000000000000000000e+00   3.828580956694360111e+02  4.017620703900177687e-04 
-1.953528192325994084e+01  0.000000000000000000e+00   3.818454861055992069e+02  5.718834023871046746e-04 
-1.954489510815844966e+01  0.000000000000000000e+00   3.821352770007763979e+02  3.464691060504670387e-04 
-1.954767814453199648e+01  0.000000000000000000e+00   3.822910684969112367e+02  4.693592080925438237e-04 
-1.957176165226829667e+01  0.000000000000000000e+00   3.831947461099875909e+02  3.678123461042993761e-04 
-1.955918191096807490e+01  0.000000000000000000e+00   3.827271448550757214e+02  4.327350942221938591e-04 
-1.954552641504866628e+01  0.000000000000000000e+00   3.822741840035533301e+02  6.454537848945097805e-04 
-1.956921670949703440e+01  0.000000000000000000e+00   3.831903174416250408e+02  6.164569864796096230e-04 
-1.956291109500262237e+01  0.000000000000000000e+00   3.828753851615042549e+02  4.387022848792192426e-04 
-1.955458191473020335e+01  0.000000000000000000e+00   3.826188467448978940e+02  6.202517045605802828e-04 
-1.955743651677691375e+01  0.000000000000000000e+00   3.827293314516350051e+02  6.170260488688072325e-04 
-1.955481451842881668e+01  0.000000000000000000e+00   3.826209824599561102e+02  6.020323379925699792e-04 
-1.956261137855603138e+01  0.000000000000000000e+00   3.828523746286722371e+02  4.092302424424435728e-04 
-1.951278814128156114e+01  0.000000000000000000e+00   3.824508702750651423e+02  4.470056837587015400e-03 
-1.955266892724985084e+01  0.000000000000000000e+00   3.825127958680446341e+02  5.386607193740888854e-04 
-1.957832755322811735e+01  0.000000000000000000e+00   3.834495965282949896e+02  3.618126780758400361e-04 
-1.954484385713783112e+01  0.000000000000000000e+00   3.821656530310713151e+02  4.312335964249237137e-04 
-1.956741344450855635e+01  0.000000000000000000e+00   3.832057975935500735e+02  8.413226036365823758e-04 
-1.956334347957812270e+01  0.000000000000000000e+00   3.829477123630595088e+02  5.834596863478123908e-04 
-1.956854924338269441e+01  0.000000000000000000e+00   3.830480834043793834e+02  3.132805024753327543e-04 
-1.955645301987341966e+01  0.000000000000000000e+00   3.826320491750834094e+02  4.633081640384703647e-04 
-1.955806127415982232e+01  0.000000000000000000e+00   3.826752435946839910e+02  4.117005980662419079e-04 
-1.956268152874842059e+01  0.000000000000000000e+00   3.829493403736875052e+02  6.554292029347475812e-04 
-1.953189697793283841e+01  0.000000000000000000e+00   3.817062190121664003e+02  5.536624486034135437e-04 
-1.958386958099944053e+01  0.000000000000000000e+00   3.836631797355825597e+02  3.526000406885124606e-04 
-1.956201488180268555e+01  0.000000000000000000e+00   3.828620548208033938e+02  4.955376241735308905e-04 
-1.956170204244143562e+01  0.000000000000000000e+00   3.827895553802540007e+02  3.380769347324473484e-04 
-1.957175360596042424e+01  0.000000000000000000e+00   3.832246237834464182e+02  4.466335733988923773e-04 
-1.956116716454315707e+01  0.000000000000000000e+00   3.828663454895637415e+02  5.934692897543533295e-04 
-1.955658921546816487e+01  0.000000000000000000e+00   3.826020639559400820e+02  3.709725094201982566e-04 
-1.955481657246290084e+01  0.000000000000000000e+00   3.825551482984619156e+02  4.296575487725129015e-04 
-1.956025465708981770e+01  0.000000000000000000e+00   3.828637632694530453e+02  6.800799702931346761e-04 
-1.954346902196865798e+01  0.000000000000000000e+00   3.821708452579659934e+02  5.855884169382158909e-04 
-1.955721289248745975e+01  0.000000000000000000e+00   3.826276123861703127e+02  3.739660969934993770e-04 
-1.955562546364004106e+01  0.000000000000000000e+00   3.826072029416656051e+02  4.830146595600402987e-04 
-1.957509072857150301e+01  0.000000000000000000e+00   3.833252540389009937e+02  3.681702313173902848e-04 
-1.959325188991686773e+01  0.000000000000000000e+00   3.840646170236195189e+02  4.404776644833989594e-04 
-1.956301110412893607e+01  0.000000000000000000e+00   3.828642943259612252e+02  3.994938857500185837e-04 
-1.955418521247267449e+01  0.000000000000000000e+00   3.825074887221566087e+02  3.696179565722817616e-04 
-1.958260801943031737e+01  0.000000000000000000e+00   3.836008295217628188e+02  3.189035822268591110e-04 
-1.958848638827319277e+01  0.000000000000000000e+00   3.838577539204836171e+02  3.881978659702775927e-04 
