#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
  392   392   392     0  2.23756e-01  0.00000e+00 -9.77217e-02   708
  392   392   392     0  2.34400e-01  0.00000e+00  9.22751e-02   546
  392   392   392     0  2.34975e-01  0.00000e+00 -7.78240e-02   562
  392   392   392     0  2.23104e-01  0.00000e+00  6.88299e-02   400
  392   392   392     0  2.31111e-01  0.00000e+00  6.67112e-02   410
  392   392   392     0  2.21975e-01  0.00000e+00 -5.85115e-02   672
  392   392   392     0  2.33500e-01  0.00000e+00 -5.91273e-02   362
  392   392   392     0  2.24400e-01  0.00000e+00  7.33036e-02   400
  392   392   392     0  2.25116e-01  0.00000e+00  6.39220e-02   442
  392   392   392     0  2.23836e-01  0.00000e+00  5.57320e-02   554
  392   392   392     0  2.29776e-01  0.00000e+00  6.08082e-02   538
  392   392   392     0  2.30975e-01  0.00000e+00 -5.74811e-02   644
  392   392   392     0  2.19071e-01  0.00000e+00 -6.06285e-02   380
  392   392   392     0  2.24400e-01  0.00000e+00 -8.31223e-02   580
  392   392   392     0  2.24351e-01  0.00000e+00  8.94679e-02   538
  392   392   392     0  2.26896e-01  0.00000e+00  6.08172e-02   514
  392   392   392     0  2.47311e-01  0.00000e+00  5.78106e-02   536
  392   392   392     0  2.26975e-01  0.00000e+00  6.98132e-02   570
  392   392   392     0  2.30896e-01  0.00000e+00  5.99849e-02   548
  392   392   392     0  2.26799e-01  0.00000e+00  4.73818e-02   392
  392   392   392     0  2.41404e-01  0.00000e+00 -7.09887e-02   588
  392   392   392     0  2.25104e-01  0.00000e+00  7.10595e-02   418
  392   392   392     0  2.37116e-01  0.00000e+00 -5.73583e-02   574
  392   392   392     0  2.34975e-01  0.00000e+00  5.45793e-02   724
  392   392   392     0  2.33664e-01  0.00000e+00 -6.15544e-02   452
  392   392   392     0  2.17500e-01  0.00000e+00 -5.87763e-02   588
  392   392   392     0  2.28544e-01  0.00000e+00  5.71941e-02   688
  392   392   392     0  2.35600e-01  0.00000e+00  6.01332e-02   538
  392   392   392     0  2.24871e-01  0.00000e+00  7.06038e-02   340
  392   392   392     0  2.27036e-01  0.00000e+00  5.90260e-02   408
  392   392   392     0  2.30231e-01  0.00000e+00 -7.77445e-02   588
  392   392   392     0  2.21311e-01  0.00000e+00 -4.87364e-02   542
  392   392   392     0  2.23759e-01  0.00000e+00 -5.66422e-02   438
  392   392   392     0  2.33975e-01  0.00000e+00 -4.53810e-02   552
  392   392   392     0  2.30044e-01  0.00000e+00 -4.60091e-02   438
  392   392   392     0  2.25391e-01  0.00000e+00 -4.01552e-02   280
  392   392   392     0  2.28096e-01  0.00000e+00  4.31513e-02   582
  392   392   392     0  2.19391e-01  0.00000e+00 -5.33257e-02   550
  392   392   392     0  2.29719e-01  0.00000e+00 -6.28661e-02   588
  392   392   392     0  2.26684e-01  0.00000e+00  5.33046e-02   658
  392   392   392     0  2.22400e-01  0.00000e+00  4.88278e-02   556
  392   392   392     0  2.26096e-01  0.00000e+00  4.77921e-02   508
  392   392   392     0  2.26799e-01  0.00000e+00  4.04555e-02   538
  392   392   392     0  2.23591e-01  0.00000e+00 -4.29758e-02   636
  392   392   392     0  2.26439e-01  0.00000e+00  3.89310e-02   410
  392   392   392     0  2.29500e-01  0.00000e+00 -4.53219e-02   732
  392   392   392     0  2.28896e-01  0.00000e+00  4.46531e-02   536
  392   392   392     0  2.28199e-01  0.00000e+00  5.45629e-02   688
  392   392   392     0  2.35600e-01  0.00000e+00  4.98343e-02   504
  392   392   392     0  2.29100e-01  0.00000e+00  5.30400e-02   568
  392   392   392     0  2.20799e-01  0.00000e+00 -4.42325e-02   562
  392   392   392     0  2.28551e-01  0.00000e+00 -4.13932e-02   454
  392   392   392     0  2.23100e-01  0.00000e+00  6.53539e-02   404
  392   392   392     0  2.33500e-01  0.00000e+00  4.66940e-02   678
  392   392   392     0  2.26359e-01  0.00000e+00  5.46563e-02   514
  392   392   392     0  2.22199e-01  0.00000e+00 -5.28684e-02   512
  392   392   392     0  2.27719e-01  0.00000e+00  6.52703e-02   406
  392   392   392     0  2.19264e-01  0.00000e+00  4.68495e-02   476
  392   392   392     0  2.33431e-01  0.00000e+00 -4.26122e-02   278
  392   392   392     0  2.31311e-01  0.00000e+00 -4.51837e-02   578
  392   392   392     0  2.26400e-01  0.00000e+00 -5.15642e-02   498
  392   392   392     0  2.38431e-01  0.00000e+00  3.86704e-02   704
  392   392   392     0  2.33616e-01  0.00000e+00  5.72107e-02   680
  392   392   392     0  2.21111e-01  0.00000e+00  6.16127e-02   348
  392   392   392     0  2.37756e-01  0.00000e+00  3.66556e-02   326
  392   392   392     0  2.28351e-01  0.00000e+00  4.48052e-02   712
  392   392   392     0  2.33719e-01  0.00000e+00  4.29561e-02   564
  392   392   392     0  2.51596e-01  0.00000e+00  5.16053e-02   408
  392   392   392     0  2.19504e-01  0.00000e+00  3.78096e-02   406
  392   392   392     0  2.22284e-01  0.00000e+00  6.77447e-02   556
  392   392   392     0  2.28839e-01  0.00000e+00 -5.79734e-02   614
  392   392   392     0  2.27500e-01  0.00000e+00 -3.55091e-02   762
  392   392   392     0  2.29199e-01  0.00000e+00 -5.07970e-02   748
  392   392   392     0  2.25836e-01  0.00000e+00  4.80246e-02   532
  392   392   392     0  2.16076e-01  0.00000e+00  5.58727e-02   782
  392   392   392     0  2.35600e-01  0.00000e+00  5.92307e-02   578
  392   392   392     0  2.25836e-01  0.00000e+00  6.07679e-02   756
  392   392   392     0  2.24576e-01  0.00000e+00  4.33094e-02   714
  392   392   392     0  2.23975e-01  0.00000e+00  5.06218e-02   654
  392   392   392     0  2.28604e-01  0.00000e+00  6.53304e-02   672
  392   392   392     0  2.24784e-01  0.00000e+00  4.03612e-02   600
