00000  acc_hop acc_ex  n_hop    n_ex     : Sun Apr  2 18:42:23 2017
00001  0.93759 0.00000 80640    0        : Sun Apr  2 18:42:24 2017
00002  0.92252 0.00000 77184    0        : Sun Apr  2 18:42:24 2017
00003  0.33719 0.00000 77184    0        : Sun Apr  2 18:42:24 2017
00004  0.33234 0.00000 77184    0        : Sun Apr  2 18:42:25 2017
00005  0.32810 0.00000 77184    0        : Sun Apr  2 18:42:25 2017
00006  0.33142 0.00000 77184    0        : Sun Apr  2 18:42:25 2017
00007  0.32042 0.00000 77184    0        : Sun Apr  2 18:42:25 2017
00008  0.31785 0.00000 77184    0        : Sun Apr  2 18:42:25 2017
00009  0.30707 0.00000 77184    0        : Sun Apr  2 18:42:25 2017
00010  0.30199 0.00000 77184    0        : Sun Apr  2 18:42:25 2017
00011  0.28559 0.00000 77184    0        : Sun Apr  2 18:42:25 2017
00012  0.28353 0.00000 77184    0        : Sun Apr  2 18:42:26 2017
00013  0.27511 0.00000 77184    0        : Sun Apr  2 18:42:26 2017
00014  0.26555 0.00000 77184    0        : Sun Apr  2 18:42:26 2017
00015  0.25198 0.00000 77184    0        : Sun Apr  2 18:42:26 2017
00016  0.24969 0.00000 77184    0        : Sun Apr  2 18:42:26 2017
00017  0.24602 0.00000 77184    0        : Sun Apr  2 18:42:26 2017
00018  0.24440 0.00000 77184    0        : Sun Apr  2 18:42:26 2017
00019  0.24188 0.00000 77184    0        : Sun Apr  2 18:42:26 2017
00020  0.23619 0.00000 77184    0        : Sun Apr  2 18:42:26 2017
00021  0.23678 0.00000 77184    0        : Sun Apr  2 18:42:27 2017
00022  0.22809 0.00000 77184    0        : Sun Apr  2 18:42:27 2017
00023  0.22527 0.00000 77184    0        : Sun Apr  2 18:42:27 2017
00024  0.22126 0.00000 77184    0        : Sun Apr  2 18:42:27 2017
00025  0.22497 0.00000 77184    0        : Sun Apr  2 18:42:27 2017
00026  0.21786 0.00000 77184    0        : Sun Apr  2 18:42:27 2017
00027  0.22242 0.00000 77184    0        : Sun Apr  2 18:42:27 2017
00028  0.22168 0.00000 77184    0        : Sun Apr  2 18:42:27 2017
00029  0.22836 0.00000 77184    0        : Sun Apr  2 18:42:27 2017
00030  0.22558 0.00000 77184    0        : Sun Apr  2 18:42:28 2017
00031  0.22672 0.00000 77184    0        : Sun Apr  2 18:42:28 2017
00032  0.21630 0.00000 77184    0        : Sun Apr  2 18:42:28 2017
00033  0.21892 0.00000 77184    0        : Sun Apr  2 18:42:28 2017
00034  0.22138 0.00000 77184    0        : Sun Apr  2 18:42:28 2017
00035  0.22896 0.00000 77184    0        : Sun Apr  2 18:42:28 2017
00036  0.23023 0.00000 77184    0        : Sun Apr  2 18:42:28 2017
00037  0.22203 0.00000 77184    0        : Sun Apr  2 18:42:28 2017
00038  0.22020 0.00000 77184    0        : Sun Apr  2 18:42:29 2017
00039  0.22842 0.00000 77184    0        : Sun Apr  2 18:42:29 2017
00040  0.22103 0.00000 77184    0        : Sun Apr  2 18:42:29 2017
00041  0.21797 0.00000 77184    0        : Sun Apr  2 18:42:29 2017
00042  0.21933 0.00000 77184    0        : Sun Apr  2 18:42:29 2017
00043  0.22253 0.00000 77184    0        : Sun Apr  2 18:42:29 2017
00044  0.22008 0.00000 77184    0        : Sun Apr  2 18:42:29 2017
00045  0.23160 0.00000 77184    0        : Sun Apr  2 18:42:29 2017
00046  0.22111 0.00000 77184    0        : Sun Apr  2 18:42:29 2017
00047  0.21725 0.00000 77184    0        : Sun Apr  2 18:42:30 2017
00048  0.21806 0.00000 77184    0        : Sun Apr  2 18:42:30 2017
00049  0.22484 0.00000 77184    0        : Sun Apr  2 18:42:30 2017
00050  0.21832 0.00000 77184    0        : Sun Apr  2 18:42:30 2017
00051  0.22568 0.00000 77184    0        : Sun Apr  2 18:42:30 2017
00052  0.22704 0.00000 77184    0        : Sun Apr  2 18:42:30 2017
00053  0.22398 0.00000 77184    0        : Sun Apr  2 18:42:30 2017
00054  0.22252 0.00000 77184    0        : Sun Apr  2 18:42:30 2017
00055  0.22374 0.00000 77184    0        : Sun Apr  2 18:42:30 2017
00056  0.22055 0.00000 77184    0        : Sun Apr  2 18:42:31 2017
00057  0.22043 0.00000 77184    0        : Sun Apr  2 18:42:31 2017
00058  0.22892 0.00000 77184    0        : Sun Apr  2 18:42:31 2017
00059  0.23124 0.00000 77184    0        : Sun Apr  2 18:42:31 2017
00060  0.22483 0.00000 77184    0        : Sun Apr  2 18:42:31 2017
00061  0.21831 0.00000 77184    0        : Sun Apr  2 18:42:31 2017
00062  0.22099 0.00000 77184    0        : Sun Apr  2 18:42:31 2017
00063  0.22433 0.00000 77184    0        : Sun Apr  2 18:42:31 2017
00064  0.22130 0.00000 77184    0        : Sun Apr  2 18:42:31 2017
00065  0.22358 0.00000 77184    0        : Sun Apr  2 18:42:32 2017
