 1  -2.1555005465 
 2  -2.1555005458 
 3  -0.2952526638 
 4  -0.2952526638 
 5  -0.2952526631 
 6  -0.2952526631 
 7  0.8738628906 
 8  0.8738628906 
 9  3.1261371094 
 10  3.1261371094 
 11  4.2952526631 
 12  4.2952526631 
 13  4.2952526638 
 14  4.2952526638 
 15  6.1555005458 
 16  6.1555005465 
