 1  -2.9425069199 
 2  -2.9425069198 
 3  -1.5005359205 
 4  -1.5005359205 
 5  -1.5005359205 
 6  -1.5005359205 
 7  -1.5005359205 
 8  -1.5005359205 
 9  -1.5005359205 
 10  -1.5005359205 
 11  -1.5005359205 
 12  -1.5005359205 
 13  -1.5005359205 
 14  -1.5005359204 
 15  -0.6104116315 
 16  -0.6104116315 
 17  -0.6104116315 
 18  0.3895883685 
 19  0.3895883685 
 20  0.3895883685 
 21  0.3895883685 
 22  0.3895883685 
 23  0.3895883685 
 24  0.6517056337 
 25  0.6517073017 
 26  0.6517104474 
 27  0.6517137834 
 28  0.6517169291 
 29  0.6517185971 
 30  2.3895883684 
 31  2.3895883684 
 32  2.3895883684 
 33  2.3895883685 
 34  2.3895883685 
 35  2.3895883685 
 36  3.3895883684 
 37  8.6104116315 
 38  8.6104116315 
 39  8.6104116316 
 40  9.5005359201 
 41  9.5005359202 
 42  9.5005359202 
 43  9.5005359203 
 44  9.5005359203 
 45  9.5005359204 
 46  9.5005359205 
 47  9.5005359205 
 48  9.5005359205 
 49  9.5005359205 
 50  9.5005359205 
 51  9.5005359205 
 52  9.6104116316 
 53  9.6104116317 
 54  9.6104116317 
 55  9.6104116318 
 56  9.6104116318 
 57  9.6104116319 
 58  9.9425069198 
 59  9.9425069198 
 60  10.3482814030 
 61  10.3482830709 
 62  10.3482862167 
 63  10.3482895526 
 64  10.3482926983 
 65  10.3482943663 
 66  11.6104116315 
 67  11.6104116315 
 68  11.6104116315 
 69  11.6104116315 
 70  11.6104116315 
 71  11.6104116315 
 72  12.6104116315 
