 4.354683374432838372e-02 -9.080187206490633600e-03   1.084271480090238216e+00  5.012874774747402853e+02 5.700000000000000622e-01 1.222799999999999976e+01
 8.727175743673831754e-02 -1.836628941023263351e-02   1.129273937346891410e+00  1.289382763248259209e+02 9.619999999999999662e-01 1.193999999999999950e+01
-2.518467712314868823e-02  1.126253198405683872e-02   1.234398713666320369e+00  1.080254893086483207e+03 4.760000000000000342e-01 1.142399999999999949e+01
-2.520436318366247805e-02  2.190517299005819134e-03   1.208233144752028476e+00  1.858389193726397252e+03 1.052000000000000046e+00 1.180000000000000071e+01
-1.017406329065003862e-01  2.572025980038913223e-03   1.121049851521649821e+00  1.070944720587560397e+02 1.066000000000000059e+00 1.501200000000000045e+01
-5.620953014085568883e-02  8.764331682751376473e-03   1.207663967205334865e+00  3.544453664849457368e+02 8.379999999999999671e-01 1.085999999999999943e+01
-1.335856681415208136e-01 -5.010348098539322073e-03   1.168004574487121250e+00  6.417670644473847119e+01 1.032000000000000028e+00 1.321600000000000108e+01
-1.602117673064872017e-01  2.891340817751070214e-02   1.190389752782477828e+00  4.108057607885744744e+01 8.180000000000000604e-01 1.232399999999999984e+01
-2.413312081783334784e-01  2.529297094333310403e-02   1.251463157293643880e+00  1.979243951330312612e+01 6.380000000000000115e-01 1.334800000000000075e+01
-2.827920152732135151e-01  2.984174336347489298e-02   1.280563239336010461e+00  1.448761944102837695e+01 7.339999999999999858e-01 1.338000000000000078e+01
-3.053039336008027682e-01 -3.132350640908997813e-02   1.295452574596596795e+00  1.246684078842607235e+01 8.479999999999999760e-01 1.503200000000000003e+01
-3.226544287122090626e-01 -1.400564507950531092e-02   1.340153998980307959e+00  1.180045178482252410e+01 6.260000000000000009e-01 1.233200000000000074e+01
-3.530905279305230904e-01  2.455316565684900407e-02   1.332848765704284233e+00  9.536919297515252580e+00 1.068000000000000060e+00 1.379199999999999982e+01
-4.254090972941151905e-01  3.515626990853281536e-02   1.522001415197079544e+00  7.239737837293026779e+00 7.459999999999999964e-01 1.303599999999999959e+01
-4.437426596666671497e-01 -2.020603923106110977e-02   1.491507521756134214e+00  6.527703582871802190e+00 8.840000000000000080e-01 1.446400000000000041e+01
-5.045822669896961044e-01 -9.559868829911938662e-03   1.402867802588922297e+00  4.504084999388481947e+00 1.030000000000000027e+00 1.660399999999999920e+01
-5.610054897657612560e-01  7.023952360481876094e-03   1.663113820348329774e+00  4.281819050263411697e+00 4.060000000000000275e-01 1.198799999999999955e+01
-5.758384439927133336e-01 -2.270543292917458905e-02   1.545436290082574882e+00  3.639003183838296351e+00 1.415999999999999925e+00 1.693599999999999994e+01
-6.130818074753736635e-01  1.056744105818461198e-02   1.524529910640842312e+00  3.052397358411124362e+00 1.008000000000000007e+00 1.375999999999999979e+01
-6.839841044003386328e-01  7.261900875427595992e-02   1.581715747405928685e+00  2.268714812445804085e+00 8.719999999999999973e-01 1.493599999999999994e+01
-7.115640528261085729e-01  8.547005802680557318e-02   1.725986547187163600e+00  2.264792404652482993e+00 1.396000000000000130e+00 1.622400000000000020e+01
-7.699486508793486061e-01  1.122425020848626283e-02   1.620375814409175552e+00  1.731588993775091900e+00 1.312000000000000055e+00 1.673600000000000065e+01
-8.011046288834847706e-01  1.162600208502964985e-02   1.839641620254059973e+00  1.864707938035793600e+00 1.229999999999999982e+00 1.684400000000000119e+01
