 4.924980776849054998e+00  1.125015415862538219e+02  3.638199173117477869e+00 
 3.711256487879564414e+00  3.222835793317145203e+01  1.339894295796712598e+00 
 1.374976170764842909e+00  3.692773246944542365e+01  1.853270079681883331e+01 
-5.939344987628525363e-01  3.558262609526676812e+01  9.986973803279911976e+01 
-2.762008857033307674e+00  3.402414646197816239e+01  3.460023072175811176e+00 
-4.635072362773962951e+00  4.358588173211943229e+01  1.028769927081051749e+00 
-6.343163566284768962e+00  5.628210156660048114e+01  3.988092155750714851e-01 
-7.406851758382434703e+00  6.855899354057035566e+01  2.496751330527942625e-01 
-8.164953620172200388e+00  7.378397101178110518e+01  1.067628696458692850e-01 
-8.502561962775121884e+00  8.927717127524958585e+01  2.349256470516736250e-01 
-8.992045342687447373e+00  8.280873973293867607e+01  2.413969351019323514e-02 
-9.271227158677316282e+00  8.734063638193330803e+01  1.611276635510614300e-02 
-9.691432006623902140e+00  9.534271783281694468e+01  1.510652968607333925e-02 
-9.732731516609781863e+00  9.694115172041614414e+01  2.338415512193353293e-02 
-9.801476222287794471e+00  9.702527874167206789e+01  9.954753784766328523e-03 
-9.621317399987328045e+00  9.335684829787484773e+01  8.502775466435066529e-03 
-9.663215320534980890e+00  9.372331165007146581e+01  3.700896539511170508e-03 
-9.741087750786984856e+00  9.559354372963242952e+01  7.427148737776214857e-03 
-9.775187024446562845e+00  9.618874627988846271e+01  6.639837670594464503e-03 
-9.917427750226872618e+00  9.873507374956035676e+01  3.860496445798385773e-03 
-9.791031254252645866e+00  9.636561955714785199e+01  5.229543968805480843e-03 
-9.787172817417717496e+00  9.619115472393652055e+01  4.200941744735205499e-03 
-9.871653952513968378e+00  9.761830707386843642e+01  1.731719773350406336e-03 
-9.841659519925133992e+00  9.712683594631191397e+01  2.772854213351430650e-03 
-9.856835230194194608e+00  9.727812088715715788e+01  1.244582295700328309e-03 
-9.856033028610236002e+00  9.739261851551123073e+01  2.586245286959503939e-03 
-9.877190437509417720e+00  9.790343228613633642e+01  3.531624273228835958e-03 
-9.881844691027787064e+00  9.792014898926350952e+01  2.757727959012285998e-03 
-9.892240399303377174e+00  9.805603517071401143e+01  2.039876922375233412e-03 
-1.000176721179373196e+01  1.002776341516076428e+02  2.422011809747521595e-03 
-9.934321014141728412e+00  9.882513154690219892e+01  1.361804998510716914e-03 
-9.953944888907676258e+00  9.929569765605926079e+01  2.166699607418750510e-03 
-9.917139282010282386e+00  9.870796376603161093e+01  3.643248569100054814e-03 
-9.984472371381611921e+00  9.997937197162087841e+01  2.905851557924831428e-03 
-9.984182740600724415e+00  9.996099714379901968e+01  2.779707978895852583e-03 
-9.934116751242994425e+00  9.902426110457369646e+01  3.420780719393828797e-03 
-9.871985066845388346e+00  9.769801071181930752e+01  2.482364661727115302e-03 
-1.000726470360526221e+01  1.003689896715015379e+02  2.233182374586091534e-03 
-9.901457654408128306e+00  9.823494272800566307e+01  2.000013449811864543e-03 
-9.993179123952645071e+00  1.001683032522739154e+02  3.050903035584504736e-03 
