======================
NJastrowIdx  28
======================
======================
======================
0  3.198453993195045364e-02  0.000000000000000000e+00 
1  4.084246662167347747e-02  0.000000000000000000e+00 
2  3.689793024071562344e-02  0.000000000000000000e+00 
3  4.189551892263750771e-02  0.000000000000000000e+00 
4  4.594054655804594156e-02  0.000000000000000000e+00 
5  3.122857403190307593e-02  0.000000000000000000e+00 
6 -8.276768342928836342e-02  0.000000000000000000e+00 
7  2.376543496490484200e-02  0.000000000000000000e+00 
8  3.685149025288095986e-02  0.000000000000000000e+00 
9  3.349221940468894571e-02  0.000000000000000000e+00 
10  2.960114395974011714e-02  0.000000000000000000e+00 
11 -8.231094097140148613e-02  0.000000000000000000e+00 
12  3.328750316905788875e-02  0.000000000000000000e+00 
13  4.117318115810550405e-02  0.000000000000000000e+00 
14  1.936834740122372195e-02  0.000000000000000000e+00 
15  3.030003058784152409e-02  0.000000000000000000e+00 
16  2.432261752096906426e-02  0.000000000000000000e+00 
17 -8.254369126150574998e-02  0.000000000000000000e+00 
18  2.339249355356589136e-02  0.000000000000000000e+00 
19  3.157567493925906438e-02  0.000000000000000000e+00 
20  1.803457008797267752e-02  0.000000000000000000e+00 
21  3.546179753223850650e-02  0.000000000000000000e+00 
22  4.509104678236193486e-02  0.000000000000000000e+00 
23  3.139884780138326587e-02  0.000000000000000000e+00 
24 -8.259054462339177061e-02  0.000000000000000000e+00 
25  2.335239623367857398e-02  0.000000000000000000e+00 
26  4.649898677354909193e-02  0.000000000000000000e+00 
27  2.146127064679648200e-02  0.000000000000000000e+00 
